TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100,TEMP2,PRESS
20120502 6:00,0.623261206,-1.620366272,5.132639535,5.382339218,-2.116084903,6.764608515,7.087858892,11.7,98.4
20120502 7:00,0.539933863,-1.401346431,5.000807286,5.193442532,-1.925203309,6.808284799,7.07524909,11.3,98.4
20120502 8:00,0.534739945,-1.039776674,3.819810053,3.958798349,-1.875991648,6.562813025,6.825676485,8.4,98.4
20120502 9:00,0.664614859,-1.000294919,3.167515069,3.321707639,-2.090236353,6.248786072,6.589113399,7.8,98.4
20120502 10:00,0.717308867,-1.440828186,3.301636073,3.60233072,-2.859230689,6.28914517,6.908585029,7.8,98.5
20120502 11:00,0.784335574,-2.291971706,3.889845935,4.514868292,-3.998058112,6.718167909,7.817816109,5.6,98.5
20120502 12:00,0.873045541,-2.63941115,3.759386938,4.593417178,-4.42704461,6.303519643,7.702797146,5.9,98.5
20120502 13:00,0.891098451,-2.708400322,3.043922335,4.074419651,-4.771029148,5.373601798,7.185980477,5.9,98.4
20120502 14:00,0.900192301,-2.684295672,2.689165415,3.799612333,-5.027526289,5.059021981,7.132301451,4.9,98.4
20120502 15:00,0.870098127,-2.551720094,2.617298529,3.655342259,-4.929600055,5.039118864,7.04937413,4.9,98.4
20120502 16:00,0.872650156,-2.445742752,2.581593961,3.556161553,-4.755122348,4.994889716,6.896383967,5.1,98.3
20120502 17:00,0.79043708,-2.388390308,2.467613996,3.43417051,-4.716846612,4.876576744,6.78451492,5.3,98.2
20120502 18:00,0.616000503,-2.375922385,2.356380535,3.346272016,-4.711875737,4.728409097,6.67529966,5.9,98.2
20120502 19:00,0.577342655,-2.319401136,2.234618805,3.22073638,-4.667137864,4.584664364,6.542272019,6.2,98.1
20120502 20:00,0.439128716,-2.11077123,2.000708113,2.908296432,-4.443945584,4.323159525,6.199867791,6.8,98.1
20120502 21:00,0.268897595,-1.924167988,1.714613822,2.577270456,-4.253561078,3.960480508,5.811900524,6.9,98.1
20120502 22:00,0.233735308,-2.102874879,1.735212611,2.726361231,-4.112388233,3.592825712,5.460781407,7.1,98.1
20120502 23:00,0.248292657,-2.531771418,1.979193822,3.213576621,-3.521351216,2.804994007,4.50198909,8.4,98.2
20120503 0:00,0.197144244,-3.114023406,2.261168355,3.848379413,-4.048761035,2.976381957,5.025068703,8,98.2
20120503 1:00,0.309334675,-3.587856196,1.782147,4.006090365,-4.591698456,2.32972464,5.148913634,7.8,98.2
20120503 2:00,0.421372345,-3.472005323,1.639811949,3.839766164,-4.381701437,2.133528748,4.873525664,10.2,98.1
20120503 3:00,0.197818195,-3.055757211,1.648332005,3.471980779,-3.809370576,2.131677844,4.365243935,10.3,98.1
20120503 4:00,0.087613673,-2.329797218,1.870855816,2.987985368,-2.863316206,2.384634811,3.726266614,10.2,98
20120503 5:00,0.032610258,-1.583461442,2.445708996,2.913561847,-1.927227796,3.099700971,3.649979875,10.9,98
20120503 6:00,0.036312498,-1.096189177,2.91030263,3.109902267,-1.357032498,3.731476422,3.970573446,11.5,97.9
20120503 7:00,0.052900687,-0.623471041,3.171417283,3.232120623,-0.84307369,4.231837643,4.314999778,11.5,97.9
20120503 8:00,0.047338342,0.360388132,1.732029024,1.769125249,0.494500548,4.161503267,4.190780385,9.7,97.9
20120503 9:00,0.098522699,0.738213342,2.037247495,2.166872469,1.374352468,4.807468987,5.000060276,9.7,98
20120503 10:00,0.137333309,-0.052366988,2.328432933,2.329021732,-0.226607863,5.237495832,5.242395799,9.4,98
20120503 11:00,0.296134215,-0.674119413,2.120944515,2.225498285,-1.606893359,4.780939354,5.043757267,7.5,98
20120503 12:00,0.315651846,-0.754458209,1.603225827,1.771874781,-1.807636272,4.002325468,4.391600852,8,98
20120503 13:00,0.228649222,-0.795209773,1.43182235,1.637825945,-1.752823491,3.435948648,3.857218337,7.7,98
20120503 14:00,0.153687862,-1.032151006,1.824747279,2.096434671,-1.589097001,2.965818869,3.364715566,7.6,98
20120503 15:00,0.107652493,-1.033897501,1.835773233,2.106895206,-1.333541306,2.500624836,2.83398253,7.8,98
20120503 16:00,0.043806837,-0.868562587,1.486450944,1.72160895,-1.031003226,2.069364054,2.311976479,7.8,98
20120503 17:00,0.010621473,-0.777162652,1.302016793,1.516321047,-0.806769121,1.858977893,2.026493331,7.9,98
20120503 18:00,0.006946192,-0.597273608,1.285979041,1.417913205,-0.577552035,1.809620436,1.899550598,8,98
20120503 19:00,0.006856332,-0.057606475,1.479434427,1.480555548,0.026100415,1.974350949,1.974523462,8,98
20120503 20:00,0.010163186,0.377270923,1.67790161,1.719792768,0.54788962,2.205097061,2.2721435,8.1,98
20120503 21:00,0.015761475,0.421515477,1.805702448,1.854248265,0.610532799,2.403760826,2.480083952,8.2,98
20120503 22:00,0.017325042,0.499525613,1.601722287,1.677808131,0.787072667,2.587000385,2.70408106,8.4,98.1
20120503 23:00,0.003558463,0.392407218,1.168702978,1.232821997,0.480263462,2.337128259,2.38596343,9.7,98.1
20120504 0:00,0,0.448877241,1.826250818,1.880607037,0.482399024,2.335894322,2.385185759,9.4,98.1
20120504 1:00,0,1.32059875,2.786611114,3.08369625,1.595154895,3.487896888,3.835354461,9.1,98.1
20120504 2:00,0,1.310842966,3.081115247,3.34836982,1.53936387,3.886285459,4.180054521,11.3,98.1
20120504 3:00,0.000278567,1.445172613,3.026218644,3.35358363,1.721165658,3.794971243,4.167039472,12,98.1
20120504 4:00,0.029779663,1.878929798,2.835695136,3.401697237,2.326209702,3.596181003,4.282962688,12.1,98
20120504 5:00,0.028791201,1.92470694,2.73429788,3.343782544,2.424324953,3.510523419,4.266277787,11.9,98
20120504 6:00,0.022348226,1.977988532,2.851195354,3.470122992,2.523402118,3.725475468,4.499636175,11.7,98
20120504 7:00,0.053790302,1.977988532,2.953238453,3.554441727,2.590736113,3.968710681,4.739470232,11.8,98
20120504 8:00,0.093400669,1.534475563,2.671005325,3.080403334,2.438753666,4.445484022,5.070487909,10.5,98
20120504 9:00,0.096132418,0.840313979,2.4649816,2.60427761,1.406619707,4.518212159,4.732105252,10,98.1
20120504 10:00,0.064411775,0.169416188,1.90761961,1.915127782,0.324466209,4.492353266,4.504055526,10.4,98.1
20120504 11:00,0.050833902,-0.37390596,1.726783739,1.766801559,-0.80097343,4.299219658,4.373196554,8.4,98.1
20120504 12:00,0.034560224,-0.747627548,1.437446345,1.620246569,-1.709020454,3.683454767,4.060614477,7.8,98.1
20120504 13:00,0.057932857,-1.184386513,1.348320094,1.794641604,-2.283283244,2.796979589,3.610606208,7.8,98.1
20120504 14:00,0.020227526,-1.563361216,0.942085225,1.825273366,-2.872936661,1.823230646,3.402636485,7.2,98.1
20120504 15:00,0.019957945,-1.838774514,0.615288972,1.938987425,-3.161510927,1.01998878,3.321976589,7.1,98.1
20120504 16:00,0.020613925,-1.926576574,0.399577611,1.967577079,-3.112453302,0.46563876,3.147091517,7.2,98.1
20120504 17:00,0.010396823,-2.133699382,0.322722366,2.157967279,-2.757506955,0.187655659,2.763884812,7,98.1
20120504 18:00,0,-1.99411662,0.187741304,2.00293482,-2.499713944,0.015532402,2.4997622,7.1,98
20120504 19:00,0,-2.006874185,0.155449185,2.012885601,-2.433341862,-0.062044277,2.434132723,6.9,98
20120504 20:00,0,-1.937833249,0.236179484,1.952172751,-2.226530305,0.024421397,2.226664232,7,98
20120504 21:00,0,-2.097678024,0.428640519,2.141024472,-2.517990314,0.257959525,2.531169362,6.5,98
20120504 22:00,0,-1.283445247,0.097969211,1.287178957,-2.643039162,0.052704561,2.643564598,6.6,98.1
20120504 23:00,0,-1.582122339,-0.178451335,1.592154508,-2.462199289,-0.257602156,2.475638142,8.5,98.1
20120505 0:00,0,-1.437286463,-0.17974302,1.44848194,-1.749420851,-0.207500551,1.761683795,8.7,98.1
20120505 1:00,0,1.153415381,-0.224625406,1.175084514,1.422280196,-0.26311974,1.446413825,9,98.1
20120505 2:00,0,1.45191402,0.340395185,1.491282402,1.752795562,0.409518624,1.799999385,11,98.1
20120505 3:00,0,1.601492808,0.576652323,1.702147795,1.927484825,0.688277066,2.046685875,11.2,98
20120505 4:00,0,1.68188317,0.783626886,1.855478939,2.02016035,0.939899731,2.228106672,11.2,97.9
20120505 5:00,0,1.718124727,1.073790582,2.026074725,2.071829005,1.288553358,2.439845319,12,97.9
20120505 6:00,0,1.76293247,1.098414565,2.077124322,2.120217111,1.365026913,2.52163024,11.8,97.8
20120505 7:00,0.00286654,1.901968259,1.156979715,2.2262267,2.349035441,1.507284171,2.791034409,11.9,97.8
20120505 8:00,0.006694583,1.525715008,0.85616781,1.749522679,3.313517005,2.131407054,3.939833877,10.3,97.8
20120505 9:00,0.09522483,1.445983584,1.166962411,1.858136107,3.377487721,2.873118307,4.434211555,10.2,97.9
20120505 10:00,0.128931383,1.233146806,2.056087864,2.397529635,1.886477956,2.806512308,3.381613581,10.3,97.9
20120505 11:00,0.06153625,-0.905763972,1.218206917,1.518037043,-0.476337849,1.772885872,1.835761984,7.7,98
20120505 12:00,0,-1.689240532,0.017621349,1.689332438,-2.910505607,0.140627738,2.913901002,7.2,97.9
20120505 13:00,0.030184034,-2.070765282,-0.369707254,2.103509522,-4.220265011,-1.30908062,4.418634272,6.9,97.9
20120505 14:00,0.36129183,-3.407749252,-0.927407202,3.531690683,-5.949934755,-2.019544614,6.283333831,4.4,97.9
20120505 15:00,0.294247151,-2.907615771,-1.125064582,3.117691419,-5.405363532,-2.416713722,5.921018504,4.3,97.9
20120505 16:00,0.328483879,-3.017658316,-1.475124454,3.358906647,-5.15194108,-3.026857569,5.975312848,4.1,97.8
20120505 17:00,0.332617447,-2.985370383,-1.809212012,3.49079997,-5.172444514,-3.802282969,6.419621331,3.7,97.8
20120505 18:00,0.3857967,-2.09646384,-1.870439214,2.809573542,-3.797894257,-4.62869074,5.987384968,4.7,97.8
20120505 19:00,0.40985227,-1.529777683,-2.135313413,2.626743827,-2.292122019,-5.372868882,5.841364855,5,97.7
20120505 20:00,0.291066101,-1.090925379,-2.269081539,2.517707134,-0.938895334,-5.723989397,5.800480934,4.9,97.7
20120505 21:00,0.148143489,-0.717307877,-2.030827862,2.153785597,0.106779831,-5.267614957,5.268697113,4.8,97.8
20120505 22:00,0.229655656,-0.298882633,-2.533290226,2.550860677,1.083563456,-5.546373399,5.651227092,5.4,97.8
20120505 23:00,0.399006146,0.444398746,-3.297964736,3.327771273,1.546941079,-5.352311475,5.571379077,8.6,97.8
20120506 0:00,0.560116459,1.445324646,-3.722562071,3.993298349,2.131699034,-4.960898441,5.399504988,7.8,97.8
20120506 1:00,0.454467848,3.459018537,-3.541414137,4.95039628,4.700282222,-4.685497241,6.636756539,7.7,97.8
20120506 2:00,0.511457173,3.893876381,-3.605951923,5.307086069,5.169653569,-4.764779521,7.030536389,11.4,97.8
20120506 3:00,0.549135545,4.135401807,-3.740260289,5.575938946,5.503413135,-5.000444282,7.435859005,11.7,97.7
20120506 4:00,0.690934905,3.928620177,-3.516413013,5.272496276,5.463361987,-4.91897992,7.351509209,11.9,97.7
20120506 5:00,0.419584127,2.745089552,-2.497762551,3.711379044,4.202804806,-3.848305454,5.698510604,12.8,97.6
20120506 6:00,0.223679954,0.798316164,-1.713424953,1.890273464,1.619154441,-2.70271287,3.150605967,12.7,97.6
20120506 7:00,0.148610762,-0.061872998,-1.925062377,1.926056444,0.649495071,-3.406070349,3.467442727,12.8,97.6
20120506 8:00,0.128050753,-0.943356745,-2.482645592,2.655833407,-0.75791632,-5.260111934,5.314434561,10.7,97.6
20120506 9:00,0.115766867,-0.908612949,-2.841382656,2.983124685,-1.107836875,-6.020203521,6.121286873,10.3,97.6
20120506 10:00,0.174724129,-0.919820625,-3.374546168,3.497660907,-0.838018615,-6.90103693,6.951732584,10.2,97.6
20120506 11:00,0.408962654,-1.049269287,-3.053601502,3.22884626,-1.373439224,-6.615184305,6.756256263,8.7,97.6
20120506 12:00,0.598810251,-1.317693136,-3.756540091,3.980943187,-1.728980993,-7.66622004,7.858772486,8.4,97.6
20120506 13:00,0.840345423,-0.686140572,-4.297843504,4.352269255,-0.632141662,-8.339755744,8.363679151,8.5,97.6
20120506 14:00,0.729134467,-0.276500001,-4.951361266,4.959075583,0.108453248,-8.843816481,8.844481446,7.8,97.6
20120506 15:00,0.889696632,0.398202118,-5.361263421,5.376031101,1.137838014,-9.350786659,9.419760426,8.3,97.6
20120506 16:00,0.945418928,1.218043645,-5.467082133,5.601126438,2.444067557,-9.475165282,9.785306503,8.7,97.6
20120506 17:00,0.965880091,1.695490659,-5.763607097,6.007816187,3.308329169,-10.01413932,10.54646994,9.1,97.5
20120506 18:00,0.97691492,2.161729996,-5.831633412,6.219407112,4.044708169,-9.958132569,10.74821234,9.2,97.5
20120506 19:00,0.975153661,2.560162891,-5.971174571,6.496873077,4.563265137,-9.953041046,10.94926549,9,97.5
20120506 20:00,0.967263937,2.886866658,-5.866518701,6.538351533,5.127494466,-9.792294404,11.0535166,9.2,97.5
20120506 21:00,0.969213903,3.001184957,-5.788026799,6.519843969,5.54627489,-9.911581505,11.35784368,9.1,97.5
20120506 22:00,0.975405269,3.32004335,-5.832796255,6.711497597,5.948191672,-9.770473593,11.43866856,9,97.5
20120506 23:00,0.923771611,3.988581246,-5.636275789,6.90480884,6.741485461,-9.184948495,11.39345887,10.1,97.5
20120507 0:00,0.872299702,4.862780004,-5.626391623,7.436592773,7.101945792,-7.987713324,10.68836742,9.7,97.5
20120507 1:00,0.882274181,4.642994818,-4.622547127,6.551743495,6.392071445,-6.356563749,9.014681361,9.7,97.5
20120507 2:00,0.875534668,4.878564335,-4.189685924,6.43069655,6.600501481,-5.670507914,8.701797505,12.4,97.4
20120507 3:00,0.865245678,5.437924623,-3.658902393,6.554280351,7.259779201,-4.867264331,8.740403659,13.3,97.3
20120507 4:00,0.838512275,5.718543291,-2.876636517,6.401310414,7.601293249,-3.838411264,8.515460064,13.3,97.2
20120507 5:00,0.754358219,5.622188163,-2.176714417,6.028854401,7.491959615,-2.938741541,8.047711521,15.9,97.1
20120507 6:00,0.499496783,5.128211712,-1.645930886,5.385874473,6.939968084,-2.278061007,7.304294555,15.8,97.1
20120507 7:00,0.369801589,3.997916007,-1.025014301,4.127225062,6.218038506,-1.703195122,6.447082789,15.9,97
20120507 8:00,0.425613745,2.398671156,-0.398904866,2.431614363,5.686930927,-1.160625074,5.804156608,14.4,97.1
20120507 9:00,0.411245103,1.925342233,-0.665223927,2.037023708,4.956811565,-1.37562307,5.144153936,14.3,97.1
20120507 10:00,0.525142878,1.683203048,-1.452311736,2.223146841,4.397858715,-2.159489151,4.899444323,14.6,97.1
20120507 11:00,0.789071205,1.600300097,-1.903718834,2.486987294,4.040784075,-2.426621853,4.713430763,13,97.2
20120507 12:00,0.953919701,1.551809691,-2.218257223,2.707171666,3.616143705,-2.369873455,4.323516565,12.8,97.2
20120507 13:00,0.929504691,1.209874124,-2.309873948,2.607549242,3.410170604,-2.923516361,4.491793791,13.1,97.2
20120507 14:00,0.89374034,1.05783324,-2.208613358,2.448874053,3.567414482,-3.828722513,5.233121647,11.9,97.2
20120507 15:00,0.851937385,1.090681579,-2.140364462,2.402237777,3.845457695,-4.757919857,6.117625867,11.9,97.2
20120507 16:00,0.82796269,1.191103644,-2.306535686,2.595926571,3.946601543,-5.405682057,6.693060753,11.8,97.2
20120507 17:00,0.883891665,1.218007998,-2.502009426,2.782731509,3.892139471,-5.880892219,7.052208374,10.7,97.2
20120507 18:00,0.918056504,1.223013459,-2.776117763,3.033577385,3.784443794,-6.401777919,7.43671805,10.4,97.2
20120507 19:00,0.888447576,1.233962906,-3.068771995,3.307571014,3.654635696,-6.89221326,7.801215655,10.4,97.1
20120507 20:00,0.88778261,1.202991615,-3.410387392,3.616342211,3.490839989,-7.439858368,8.218117569,9.4,97.2
20120507 21:00,0.917768952,1.267436927,-3.815058833,4.020083366,3.415903454,-8.011956038,8.709755218,9.1,97.2
20120507 22:00,0.979520866,1.294966964,-4.360679082,4.548896733,3.269715785,-8.544837335,9.149059318,9,97.3
20120507 23:00,0.977768592,1.5208384,-5.221950473,5.438907627,2.949904668,-8.536994061,9.032286817,11.5,97.3
20120508 0:00,0.89863772,1.583406665,-5.843608893,6.054332462,2.580954839,-8.545298704,8.926559126,12.1,97.3
20120508 1:00,0.764835915,2.663702788,-6.934776172,7.42875717,3.961048387,-9.713186017,10.48979918,12.6,97.3
20120508 2:00,0.81864419,3.008354636,-7.30766015,7.902663759,4.303411698,-10.03048842,10.91467133,16.9,97.3
20120508 3:00,0.872811905,3.403737949,-7.344330508,8.094728076,4.777491878,-10.03979045,11.11853501,17.8,97.2
20120508 4:00,0.876711836,3.753221365,-7.208773791,8.127305223,5.240511863,-9.878555349,11.18252299,17.9,97.1
20120508 5:00,0.895321879,3.876426349,-7.057148041,8.051709117,5.463726709,-9.788118995,11.20979853,20.5,97.1
20120508 6:00,0.904505589,3.482653559,-6.685088116,7.537856388,5.076619881,-9.565387176,10.82906742,20.5,97.1
20120508 7:00,0.911568599,3.005536222,-5.839197722,6.56730371,4.824246339,-9.155064521,10.34836021,20.7,97.1
20120508 8:00,0.955797779,2.340390364,-4.87670383,5.409220582,4.496462376,-8.843446686,9.920923504,18,97
20120508 9:00,0.983393839,2.098409335,-4.952516705,5.378730655,4.322515671,-9.135943692,10.10690897,17.9,97
20120508 10:00,0.986476043,2.094383028,-5.185723701,5.592689029,4.358712673,-9.455313214,10.41159566,17.8,97.1
20120508 11:00,0.983016426,2.206314353,-5.440768102,5.871097049,4.514560877,-9.747293441,10.7420198,17,97.1
20120508 12:00,0.994680278,2.688263258,-5.310155703,5.951849539,5.164095969,-9.487353523,10.80174819,16.8,97.1
20120508 13:00,0.986161533,3.726245111,-3.72591383,5.269472127,6.764807839,-7.184585574,9.868175868,16.2,97.1
20120508 14:00,0.986691708,3.967420879,-2.507139459,4.693205375,7.571699343,-5.015663428,9.082263516,16,97.1
20120508 15:00,0.905476079,3.623171661,-2.277228675,4.279385858,7.220286782,-4.612575681,8.567869958,16.1,97.2
20120508 16:00,0.607571619,3.217722582,-1.826471689,3.699964519,6.8115623,-3.757822946,7.779371071,16.4,97.1
20120508 17:00,0.558463032,2.953194235,-1.579255793,3.348940885,6.53153827,-3.296339154,7.316204206,14.9,97.2
20120508 18:00,0.488084541,2.735773677,-1.332451922,3.043006036,6.284192089,-2.720130387,6.847640436,15.1,97.2
20120508 19:00,0.515707559,2.675781708,-1.150336211,2.912572943,6.269110005,-2.341331261,6.692052923,14.7,97.2
20120508 20:00,0.330766328,2.559018815,-1.053509985,2.76739238,6.067010077,-2.063304072,6.408263022,13,97.3
20120508 21:00,0.208349808,2.509897874,-0.975636978,2.692852549,5.963949168,-1.88553204,6.25491173,13,97.3
20120508 22:00,0.351991302,2.900449618,-0.895703838,3.035604281,5.879992233,-1.606988071,6.095631166,13.3,97.4
20120508 23:00,0.376999389,3.704100424,-0.701227332,3.769891209,5.96495464,-1.158940537,6.076497925,14.9,97.4
20120509 0:00,0.188382876,4.219870305,-0.598220708,4.262062108,5.712078362,-0.839054235,5.773374336,15.1,97.4
20120509 1:00,0.355720499,4.806506747,-0.428119739,4.825535578,6.393369605,-0.560051626,6.417852657,15.1,97.4
20120509 2:00,0.517774343,4.978059308,-0.439525336,4.997425036,6.514090916,-0.578899868,6.539763415,17.9,97.4
20120509 3:00,0.28138816,5.20072911,-0.370378901,5.213901017,6.757427207,-0.50306857,6.776127246,18.7,97.4
20120509 4:00,0.327890802,5.362213124,0.075152253,5.362739733,6.973305318,0.079473598,6.973758177,18.5,97.4
20120509 5:00,0.538208548,5.617412081,0.742736134,5.666301743,7.372869189,0.957889328,7.434833693,18.3,97.4
20120509 6:00,0.665666223,5.570167357,1.757834315,5.840954191,7.432519719,2.333372641,7.790184674,18.8,97.4
20120509 7:00,0.374851731,4.852976966,2.349856112,5.391957825,6.750799371,3.285428013,7.507817884,17.9,97.4
20120509 8:00,0.275735955,3.034055116,2.240433661,3.771608866,5.417657356,4.12658559,6.81026577,14.7,97.5
20120509 9:00,0.279590957,2.122077054,2.625729003,3.376042627,4.024864811,5.204003686,6.578844208,14.5,97.6
20120509 10:00,0.243709788,1.174471824,2.420428247,2.690326554,2.509930703,5.235563533,5.806106926,14.3,97.7
20120509 11:00,0.174391647,0.419330754,1.852643345,1.899506684,1.318340344,4.624091505,4.808351434,12,97.7
20120509 12:00,0.107077388,0.015039842,1.823772926,1.823834938,0.623837739,4.072232521,4.119739219,11.7,97.8
20120509 13:00,0.011205564,-0.288565594,1.92107693,1.942628805,0.099291804,3.882435111,3.883704578,11.4,97.9
20120509 14:00,0.005283778,-0.637866745,1.892919361,1.997502864,-0.472122405,3.633901319,3.664442435,9.1,97.9
20120509 15:00,0,-1.157558702,1.941749575,2.26060469,-0.932757057,3.040839202,3.180682125,9.1,97.9
20120509 16:00,0.001338917,-1.597864034,1.702588452,2.334946875,-1.279298234,2.358795851,2.68337881,9.3,97.9
20120509 17:00,0.012454621,-1.716363094,1.43455691,2.236929994,-1.550566123,1.927916279,2.47408902,8,98
20120509 18:00,0,-1.793038957,1.223553355,2.170730641,-1.721943044,1.581634629,2.338088096,7.7,98
20120509 19:00,0,-1.852288487,0.923087145,2.069556116,-1.780173323,1.161275006,2.125459174,6.8,98
